order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
1512,648,606,83,682.28,839.23,2021-07-23,326 Waywood Parkway,credit card,processing
1513,814,392,27,503.03,2314.37,2021-07-07,2079 Knutson Junction,credit card,delivered
1514,556,151,35,280.33,7599.4,2022-09-10,2694 Union Court,PayPal,processing
1515,238,213,50,276.81,3045.37,2022-05-28,732 Duke Street,Apple Pay,shipped
1516,169,751,44,699.71,4297.5,2021-04-16,8172 Maywood Place,Apple Pay,processing
1517,807,760,60,874.31,8053.76,2020-04-25,97 Farwell Pass,credit card,shipped
1518,404,997,85,781.68,2933.29,2022-11-08,045 Ohio Place,credit card,delivered
1519,593,664,97,891.26,1413.72,2022-03-12,1425 Division Junction,PayPal,pending
1520,230,795,47,591.98,1249.0,2022-11-19,1 Dixon Drive,PayPal,shipped
1521,961,154,36,154.13,6035.07,2020-03-30,35978 Center Trail,Apple Pay,delivered
1522,411,46,39,311.65,4292.74,2021-03-09,87 Helena Park,credit card,shipped
1523,835,503,100,809.34,210.84,2020-09-06,82777 Corry Alley,Apple Pay,delivered
1524,109,696,35,398.36,5344.96,2022-03-15,970 Redwing Trail,PayPal,pending
1525,434,614,61,187.85,3157.23,2021-02-13,65 Fordem Parkway,PayPal,delivered
1526,790,361,51,476.54,1257.48,2021-12-31,61814 Hoepker Court,credit card,pending
1527,333,600,89,584.26,1225.15,2021-02-22,9806 Gerald Lane,PayPal,processing
1528,703,454,76,13.76,4499.92,2020-09-07,4 Burning Wood Parkway,Apple Pay,shipped
1529,657,445,52,988.11,796.62,2020-12-24,39021 East Road,Apple Pay,shipped
1530,35,635,60,952.09,7740.79,2022-04-29,48339 Jana Parkway,PayPal,delivered
1531,286,839,17,888.61,1214.97,2021-09-18,030 Hoepker Center,PayPal,delivered
1532,891,119,14,218.14,3316.83,2022-05-13,580 Oak Park,Apple Pay,delivered
1533,207,408,30,327.99,1404.67,2022-05-06,541 Thackeray Circle,Apple Pay,shipped
1534,72,179,77,705.68,4164.68,2020-06-10,3518 Rieder Parkway,credit card,delivered
1535,36,610,62,325.49,3715.2,2022-08-20,126 Meadow Vale Avenue,Apple Pay,shipped
1536,916,531,99,181.41,2139.39,2021-12-05,37 Farmco Court,credit card,processing
1537,972,253,95,662.94,6429.59,2020-05-08,23790 Summerview Center,PayPal,shipped
1538,528,300,91,409.87,123.28,2020-06-11,160 Declaration Alley,credit card,pending
1539,279,682,54,568.17,4665.39,2021-07-21,51 Talisman Point,Apple Pay,shipped
1540,841,717,15,277.9,1667.61,2022-10-31,4 Kings Junction,Apple Pay,pending
1541,165,89,11,157.35,5869.02,2022-03-15,47114 5th Junction,credit card,shipped
1542,385,451,67,725.08,7815.62,2020-06-19,1947 Amoth Drive,credit card,processing
1543,646,705,10,374.67,8554.78,2021-04-30,9 Sutteridge Place,credit card,processing
1544,706,906,22,329.24,8626.84,2022-07-17,9 Spenser Trail,credit card,processing
1545,491,191,84,483.9,4148.16,2020-03-12,72588 Hintze Alley,credit card,shipped
1546,557,573,58,202.15,3359.87,2022-10-05,7251 Village Green Parkway,Apple Pay,delivered
1547,156,987,59,497.46,2849.13,2020-09-18,4404 Southridge Way,credit card,pending
1548,604,225,86,521.61,521.51,2021-10-17,5246 Pearson Hill,credit card,pending
1549,98,134,36,324.94,5066.97,2020-04-08,50121 Summerview Hill,credit card,shipped
1550,826,136,89,511.04,5660.79,2020-11-20,5 Ronald Regan Crossing,credit card,pending
1551,116,135,68,406.45,1340.18,2021-04-03,9513 Brickson Park Street,credit card,processing
1552,227,950,62,232.78,247.85,2022-02-15,7424 Corscot Drive,Apple Pay,shipped
1553,349,121,45,249.23,1565.4,2022-01-31,1015 Bayside Road,credit card,processing
1554,849,62,56,358.52,6212.74,2021-09-13,1 Linden Hill,credit card,delivered
1555,937,542,77,747.32,7007.61,2021-11-12,763 Northfield Circle,PayPal,delivered
1556,450,718,52,882.38,251.78,2021-11-26,37 Schmedeman Avenue,Apple Pay,shipped
1557,927,105,1,744.6,1376.67,2020-08-29,691 Dorton Parkway,credit card,processing
1558,380,605,78,811.22,9581.41,2020-10-04,56243 Pawling Road,Apple Pay,pending
1559,844,572,81,250.03,5930.7,2020-06-29,8 Prairie Rose Terrace,PayPal,delivered
1560,775,185,42,167.24,1873.69,2020-04-30,83708 Kings Plaza,PayPal,processing
1561,984,469,65,287.68,1493.51,2021-06-05,732 Shelley Center,Apple Pay,pending
1562,524,571,90,605.29,3274.51,2020-08-23,2 Pierstorff Alley,credit card,processing
1563,652,220,87,385.98,1745.23,2020-10-13,4778 Springs Drive,credit card,processing
1564,715,321,5,320.95,473.25,2022-03-10,8 Bultman Park,credit card,delivered
1565,895,211,2,961.87,5539.56,2021-12-30,99584 Continental Avenue,Apple Pay,processing
1566,928,63,86,557.1,8967.29,2020-07-29,17 Lillian Plaza,PayPal,shipped
1567,565,52,30,204.22,9929.98,2020-07-11,863 Claremont Circle,PayPal,delivered
1568,244,195,76,715.18,5909.19,2020-07-27,128 Vermont Court,PayPal,shipped
1569,520,925,72,379.53,3912.04,2020-12-20,219 Hazelcrest Court,credit card,pending
1570,592,203,64,238.4,5292.85,2021-09-09,06 Merchant Road,PayPal,shipped
1571,80,641,24,12.75,4711.73,2020-07-06,20951 Dahle Park,Apple Pay,shipped
1572,86,31,38,594.43,1417.09,2022-08-04,10824 Forest Dale Point,credit card,delivered
1573,593,303,7,173.29,7344.48,2021-03-11,175 Melody Pass,credit card,shipped
1574,125,28,24,620.01,1045.96,2020-05-26,61 Monterey Street,credit card,delivered
1575,758,539,29,578.54,6457.13,2021-08-11,23126 Melrose Alley,PayPal,delivered
1576,130,12,82,51.67,3304.03,2021-09-30,66209 Dapin Crossing,PayPal,shipped
1577,305,15,38,607.79,3948.89,2020-03-01,3347 Barby Circle,PayPal,processing
1578,583,220,36,258.17,6518.69,2020-07-24,79 Rigney Drive,credit card,delivered
1579,451,494,34,797.92,2402.57,2022-08-29,8379 Declaration Trail,PayPal,shipped
1580,987,245,67,155.62,3980.23,2022-12-10,61 1st Crossing,Apple Pay,pending
1581,665,274,25,401.26,3054.21,2022-07-29,3976 Clove Avenue,Apple Pay,pending
1582,996,362,25,43.39,7900.98,2021-10-17,76 Marcy Circle,Apple Pay,pending
1583,564,152,4,995.01,4586.04,2020-03-22,5 Vera Alley,PayPal,processing
1584,41,267,27,26.31,9619.45,2020-08-12,46900 Hanson Pass,PayPal,shipped
1585,525,160,3,951.92,1659.86,2021-07-20,0230 Tennyson Crossing,Apple Pay,pending
1586,682,470,68,884.78,6951.09,2021-05-04,56946 Orin Plaza,credit card,delivered
1587,706,934,34,879.05,2698.93,2021-05-28,41 Ruskin Street,credit card,delivered
1588,12,800,65,615.36,6673.81,2021-07-05,94066 Buena Vista Avenue,Apple Pay,shipped
1589,339,224,16,742.78,1179.67,2022-09-02,2557 Marcy Pass,Apple Pay,pending
1590,119,509,25,468.65,6.66,2020-03-31,121 Thompson Place,credit card,pending
1591,876,707,84,118.3,8939.41,2021-06-09,77781 Manufacturers Court,credit card,processing
1592,829,314,65,21.58,2451.62,2022-03-05,7609 Anhalt Street,PayPal,shipped
1593,552,606,28,630.57,8700.34,2021-05-17,82 Summer Ridge Hill,Apple Pay,delivered
1594,463,192,1,308.68,2347.55,2021-03-02,9 Glacier Hill Road,credit card,pending
1595,230,18,44,488.57,6340.67,2022-07-26,08338 Fieldstone Place,Apple Pay,shipped
1596,522,655,88,158.28,9894.6,2020-09-25,9 Almo Pass,PayPal,pending
1597,223,743,8,700.21,3739.07,2021-02-21,64 Ridgeview Court,Apple Pay,delivered
1598,670,32,76,720.3,7233.17,2022-02-07,17 Porter Place,PayPal,processing
1599,335,24,70,623.22,1939.46,2021-01-01,9 Graceland Center,credit card,shipped
1600,364,630,69,928.16,237.99,2020-12-05,3 Toban Center,credit card,shipped
1601,674,532,3,352.9,4182.93,2020-11-10,8836 Paget Pass,PayPal,delivered
1602,217,382,9,524.86,7614.13,2022-09-30,9 Schiller Circle,credit card,pending
1603,260,469,68,978.91,8988.6,2022-12-20,95 Stephen Hill,credit card,delivered
1604,95,666,21,548.08,7734.82,2022-08-13,3 Bunker Hill Drive,credit card,shipped
1605,256,588,47,173.51,3656.61,2020-08-18,9 Pierstorff Place,credit card,processing
1606,728,940,49,898.6,8772.51,2022-01-21,9589 Scofield Alley,Apple Pay,pending
1607,755,856,99,475.07,1221.32,2021-04-11,1731 International Trail,credit card,processing
1608,692,261,41,40.66,6258.5,2020-06-19,189 Crowley Alley,credit card,pending
1609,651,79,64,672.34,6969.32,2020-02-21,4 Messerschmidt Parkway,PayPal,shipped
1610,370,699,70,247.03,557.63,2020-02-23,7428 Raven Street,credit card,shipped
1611,107,193,72,924.22,94.45,2021-08-14,36 Butternut Point,Apple Pay,delivered
1612,356,600,15,286.99,883.33,2021-08-07,07015 Ludington Pass,PayPal,delivered
1613,844,833,54,691.58,8096.86,2020-01-19,46125 Ludington Drive,PayPal,delivered
1614,873,333,6,326.05,3504.55,2022-05-20,7 Lukken Crossing,PayPal,delivered
1615,446,365,64,447.71,9194.44,2021-10-30,7589 Anderson Lane,PayPal,delivered
1616,416,25,34,960.79,1799.76,2020-11-15,584 Maple Wood Lane,PayPal,delivered
1617,380,412,37,742.27,5960.98,2020-08-26,507 Ruskin Circle,Apple Pay,pending
1618,76,302,16,555.79,3699.53,2021-03-06,0 Burrows Point,Apple Pay,shipped
1619,274,240,29,997.5,1773.55,2022-04-26,8337 Fairfield Hill,PayPal,shipped
1620,444,396,70,691.28,6195.33,2021-12-23,96 Golden Leaf Terrace,Apple Pay,delivered
1621,301,897,69,756.87,8442.42,2021-12-02,88050 Onsgard Street,credit card,shipped
1622,820,735,65,681.9,4333.03,2021-05-22,4 Tennessee Lane,PayPal,pending
1623,650,143,55,528.55,8025.7,2020-08-01,774 Vermont Drive,credit card,processing
1624,998,94,18,359.94,3258.62,2022-03-30,8 Anniversary Lane,PayPal,processing
1625,885,981,82,217.18,1026.06,2020-12-02,3 Butterfield Parkway,credit card,shipped
1626,926,545,93,442.24,7566.26,2022-04-17,347 Schlimgen Hill,PayPal,processing
1627,760,482,49,208.03,4817.79,2021-04-19,64980 Ridge Oak Plaza,PayPal,shipped
1628,503,238,18,448.19,2284.64,2021-09-10,38251 Reindahl Drive,Apple Pay,processing
1629,190,180,11,438.11,9370.43,2022-08-04,0 Packers Plaza,PayPal,pending
1630,918,81,46,617.88,1719.93,2022-06-30,17 Karstens Center,Apple Pay,delivered
1631,840,422,37,723.93,1492.62,2022-02-18,91 Bultman Hill,Apple Pay,pending
1632,2,657,3,541.47,1869.2,2021-12-05,14538 Clyde Gallagher Park,PayPal,pending
1633,331,954,31,186.91,4254.23,2021-12-07,5926 Bowman Alley,PayPal,pending
1634,21,562,39,195.27,8151.29,2022-02-06,461 Havey Court,Apple Pay,delivered
1635,96,577,11,319.18,2621.1,2020-12-31,7 Reindahl Lane,Apple Pay,delivered
1636,504,41,25,878.83,8583.29,2021-09-06,7 Glendale Terrace,credit card,processing
1637,194,376,19,273.79,2823.6,2020-07-29,821 Butternut Street,PayPal,shipped
1638,599,195,80,488.05,4549.54,2020-09-29,91 Karstens Park,PayPal,shipped
1639,533,291,12,978.32,7025.7,2022-08-06,31940 Kim Drive,Apple Pay,processing
1640,652,107,82,856.56,1347.85,2020-12-21,967 Delaware Junction,PayPal,processing
1641,765,578,72,888.39,7146.54,2020-01-06,0548 Corben Terrace,Apple Pay,pending
1642,44,96,11,529.0,2126.07,2021-07-28,660 Maywood Plaza,PayPal,shipped
1643,582,124,21,797.8,6779.3,2020-03-30,73 Anthes Avenue,credit card,delivered
1644,730,237,42,432.55,7861.72,2021-12-02,0837 Farwell Circle,Apple Pay,processing
1645,300,210,42,719.41,4730.39,2022-10-25,273 Eggendart Road,credit card,shipped
1646,372,257,87,160.77,7436.08,2022-08-31,7 Cherokee Lane,Apple Pay,delivered
1647,439,468,82,302.6,5277.93,2022-10-11,3 Pepper Wood Pass,Apple Pay,pending
1648,42,824,93,153.94,8730.03,2020-06-04,9918 Riverside Point,Apple Pay,shipped
1649,351,558,62,849.96,1462.37,2021-12-02,86566 Buhler Terrace,PayPal,delivered
1650,114,711,54,738.51,700.96,2021-08-30,6 Oak Valley Place,credit card,delivered
1651,289,975,98,516.02,608.78,2022-05-26,6 Crowley Parkway,Apple Pay,pending
1652,646,830,70,771.61,2412.47,2022-07-04,252 Beilfuss Trail,Apple Pay,shipped
1653,258,298,42,863.99,277.88,2021-09-26,03796 Michigan Parkway,PayPal,delivered
1654,209,927,75,898.86,9683.81,2022-11-28,97 Crowley Park,credit card,delivered
1655,703,650,85,442.46,7835.78,2020-05-29,427 Valley Edge Park,Apple Pay,processing
1656,871,542,9,735.66,5357.47,2021-04-05,55 Fairview Park,PayPal,pending
1657,825,553,1,524.47,8993.48,2020-08-13,224 Vernon Junction,credit card,pending
1658,634,39,41,19.4,8046.61,2022-12-29,44178 Thackeray Lane,Apple Pay,processing
1659,173,323,51,737.96,216.71,2020-10-21,4564 Corscot Alley,credit card,shipped
1660,596,73,48,585.46,7613.95,2020-03-09,32 Monica Junction,PayPal,processing
1661,466,221,79,648.86,951.56,2020-02-07,017 Hayes Parkway,credit card,pending
1662,245,523,90,692.75,1681.87,2022-11-21,1 Esch Trail,Apple Pay,pending
1663,913,756,51,835.54,8075.28,2021-12-06,15477 Eastwood Circle,Apple Pay,shipped
1664,609,883,28,593.54,7434.36,2021-11-11,0458 Vermont Junction,PayPal,processing
1665,102,741,76,903.17,482.67,2020-11-22,71608 Oriole Drive,PayPal,processing
1666,128,417,43,373.4,4876.9,2021-11-26,83 Meadow Vale Point,credit card,processing
1667,709,321,86,658.7,1955.9,2021-08-18,5 Jenifer Hill,Apple Pay,processing
1668,143,816,68,735.13,6462.7,2022-04-20,12 Lawn Terrace,PayPal,pending
1669,677,27,18,622.76,373.74,2021-10-19,11 2nd Place,credit card,pending
1670,662,416,74,753.73,6441.37,2020-09-03,80018 Reindahl Plaza,credit card,pending
1671,136,643,88,415.22,8733.14,2021-04-04,17 Portage Circle,credit card,shipped
1672,839,259,84,970.82,9766.39,2020-08-11,49 Pawling Pass,PayPal,pending
1673,290,718,65,22.92,2538.56,2022-04-23,80040 Ludington Trail,credit card,processing
1674,185,122,93,258.36,2789.93,2022-04-10,7691 Sunbrook Way,PayPal,shipped
1675,166,44,67,939.08,6808.64,2021-03-02,226 Talisman Junction,credit card,pending
1676,618,781,4,112.78,8265.96,2022-04-01,1685 Talisman Avenue,Apple Pay,pending
1677,515,297,10,702.62,6759.96,2020-08-15,90 Melody Parkway,PayPal,processing
1678,126,150,97,223.79,2489.78,2021-12-25,1610 Crest Line Junction,Apple Pay,processing
1679,526,104,24,889.78,1829.49,2020-03-28,446 Randy Drive,credit card,processing
1680,156,753,98,310.85,1383.88,2021-11-06,18 Saint Paul Road,Apple Pay,shipped
1681,105,123,61,246.82,6326.52,2022-12-02,845 Elgar Road,PayPal,pending
1682,425,684,28,347.65,2845.38,2022-02-03,1 Caliangt Crossing,Apple Pay,shipped
1683,619,525,100,74.26,7976.96,2022-07-23,3730 Huxley Center,Apple Pay,delivered
1684,572,359,95,437.26,4323.95,2020-10-28,1686 Gale Circle,Apple Pay,pending
1685,129,750,59,23.44,1429.5,2021-04-13,2 North Pass,Apple Pay,delivered
1686,660,393,26,419.72,7060.15,2020-09-11,5474 Superior Junction,PayPal,pending
1687,77,802,86,872.96,6241.81,2021-10-26,48 Meadow Vale Way,Apple Pay,delivered
1688,16,145,85,151.44,4179.26,2021-03-14,01273 Melody Drive,credit card,processing
1689,251,943,66,908.42,9964.43,2020-08-24,979 Erie Center,Apple Pay,pending
1690,388,841,59,67.84,6777.89,2021-10-03,5746 Straubel Pass,Apple Pay,processing
1691,419,437,85,732.04,6417.11,2022-03-14,77070 Kings Terrace,PayPal,pending
1692,549,76,47,686.23,3592.71,2021-10-18,1 Graceland Lane,credit card,delivered
1693,751,426,54,62.53,9327.37,2021-07-11,36615 Elgar Lane,credit card,pending
1694,227,262,5,697.41,7523.96,2021-08-14,768 Arizona Plaza,Apple Pay,delivered
1695,168,57,58,989.16,6967.13,2021-07-21,5891 Gateway Trail,credit card,pending
1696,951,900,4,227.73,5090.27,2021-11-21,4 Troy Junction,PayPal,shipped
1697,927,760,20,162.44,4528.54,2022-09-30,851 Dayton Way,credit card,shipped
1698,438,466,86,389.97,6185.24,2021-10-08,5 Ridgeview Trail,credit card,pending
1699,179,930,5,495.68,8880.25,2021-03-29,3116 Mayfield Avenue,credit card,delivered
1700,793,377,91,785.14,8482.5,2021-09-01,087 Corry Park,credit card,processing
1701,368,317,85,404.63,3761.83,2021-11-19,8837 2nd Center,PayPal,processing
1702,973,204,77,727.9,9298.48,2022-09-04,52 Stephen Junction,credit card,processing
1703,393,727,19,842.07,4502.45,2020-01-26,6747 Warrior Hill,credit card,delivered
1704,312,612,44,488.14,9095.13,2022-09-22,94452 Mariners Cove Street,Apple Pay,shipped
1705,18,763,70,606.72,1738.13,2022-08-05,9467 Lukken Alley,PayPal,pending
1706,879,917,50,875.4,3932.8,2022-01-21,8 Carpenter Terrace,credit card,pending
1707,308,65,24,19.07,5135.06,2022-12-14,69 Straubel Center,credit card,delivered
1708,898,272,47,930.02,7460.13,2022-10-06,60917 Talmadge Avenue,credit card,pending
1709,196,46,1,319.32,5416.73,2020-10-15,3 Longview Hill,credit card,shipped
1710,302,442,86,594.89,3420.64,2022-06-17,79939 Hermina Road,PayPal,delivered
1711,178,724,66,964.97,6975.51,2021-09-21,96 Pepper Wood Court,PayPal,processing
1712,543,986,57,542.01,9386.68,2020-07-24,0726 Porter Court,PayPal,shipped
1713,544,749,13,170.31,1202.35,2020-07-04,41078 Westend Circle,credit card,processing
1714,40,216,70,279.98,3716.78,2021-08-07,64 Coolidge Trail,PayPal,pending
1715,746,559,81,257.46,5252.88,2022-09-17,5004 Dawn Alley,credit card,pending
1716,148,55,63,121.13,6178.67,2022-05-29,5973 Main Junction,Apple Pay,delivered
1717,144,602,28,895.01,6921.54,2020-09-24,92 Kinsman Hill,Apple Pay,shipped
1718,532,669,38,708.3,9251.79,2021-07-22,9881 Buhler Way,Apple Pay,processing
1719,614,106,4,128.47,6933.09,2022-09-29,56 8th Pass,PayPal,processing
1720,282,505,87,99.01,9778.95,2021-01-24,05219 4th Street,credit card,delivered
1721,563,354,12,895.73,4517.21,2022-01-16,3548 Cardinal Pass,credit card,shipped
1722,864,352,16,219.52,572.92,2020-09-24,3 Logan Plaza,credit card,processing
1723,343,709,53,203.37,5855.18,2022-08-28,20 Anderson Street,PayPal,shipped
1724,110,501,5,61.67,3023.85,2022-06-22,2 Arizona Parkway,Apple Pay,processing
1725,902,467,83,695.65,9942.9,2020-10-18,063 Alpine Road,credit card,delivered
1726,220,947,26,461.4,6603.7,2021-04-22,01616 Blackbird Terrace,PayPal,delivered
1727,560,809,54,876.96,2299.83,2020-01-22,55255 Birchwood Drive,Apple Pay,delivered
1728,211,322,39,677.34,4344.14,2020-02-09,4 Calypso Parkway,PayPal,pending
1729,5,726,39,343.08,1651.81,2022-01-07,91 Knutson Court,credit card,shipped
1730,921,112,36,744.14,5189.82,2020-06-29,449 Carpenter Hill,PayPal,shipped
1731,264,103,21,618.47,3448.42,2020-07-22,4 Homewood Trail,PayPal,delivered
1732,358,873,87,867.73,9199.08,2020-07-14,9313 Katie Circle,Apple Pay,delivered
1733,127,694,37,609.24,2803.32,2021-12-11,701 Gerald Pass,credit card,shipped
1734,534,102,96,823.99,101.8,2022-03-03,95211 Briar Crest Terrace,Apple Pay,pending
1735,19,255,14,205.31,2995.67,2021-12-22,94 Namekagon Lane,PayPal,shipped
1736,26,326,74,905.18,1677.62,2021-09-21,7751 Algoma Place,credit card,pending
1737,253,708,9,231.93,8596.19,2020-03-28,185 Namekagon Park,credit card,processing
1738,31,454,32,430.99,9436.49,2021-11-05,389 Onsgard Center,Apple Pay,processing
1739,361,461,72,361.27,6149.7,2021-10-15,4260 Becker Circle,PayPal,delivered
1740,701,194,94,691.69,2111.26,2022-08-16,6101 Corben Lane,PayPal,shipped
1741,152,701,44,323.04,7703.61,2022-12-10,95 Mitchell Way,PayPal,shipped
1742,932,300,88,141.85,3041.47,2021-02-17,82 Killdeer Pass,credit card,shipped
1743,553,740,63,641.36,8073.68,2021-11-01,15807 Valley Edge Trail,PayPal,pending
1744,936,379,51,899.59,5655.02,2020-11-23,981 Oak Street,PayPal,processing
1745,931,987,76,95.42,9514.48,2022-09-26,9 Marquette Circle,credit card,shipped
1746,690,872,32,688.56,5446.46,2020-05-02,94228 Drewry Crossing,credit card,shipped
1747,923,147,78,785.63,598.77,2021-02-14,5 Shelley Street,PayPal,processing
1748,770,537,12,957.13,6089.53,2022-08-04,661 Bobwhite Crossing,credit card,pending
1749,812,909,59,597.74,5709.1,2020-08-09,6790 Express Avenue,PayPal,shipped
1750,890,764,47,303.93,452.23,2022-11-07,82 Atwood Place,Apple Pay,shipped
1751,3,22,62,483.59,5688.76,2021-12-03,8 Bluejay Circle,Apple Pay,pending
1752,233,561,16,611.51,4140.94,2021-08-25,6702 West Avenue,Apple Pay,shipped
1753,25,4,78,317.55,4432.25,2021-12-18,58226 East Way,credit card,processing
1754,377,529,61,856.13,6873.84,2022-11-30,465 Sommers Circle,Apple Pay,shipped
1755,158,948,85,435.23,2676.48,2021-04-04,680 Fulton Drive,Apple Pay,processing
1756,948,71,96,455.82,9599.53,2021-08-29,1 Eastlawn Pass,PayPal,pending
1757,362,621,40,842.83,1767.42,2020-03-04,2900 Boyd Point,PayPal,delivered
1758,866,739,54,905.99,4364.38,2021-12-22,7810 Moose Park,PayPal,pending
1759,589,567,72,764.31,3552.45,2022-08-26,74 Lunder Hill,credit card,delivered
1760,417,500,21,532.1,2197.38,2020-12-21,6216 Charing Cross Road,PayPal,pending
1761,280,672,53,506.84,911.13,2022-10-23,2832 Bluejay Road,credit card,processing
1762,284,459,85,638.55,7712.93,2020-12-07,20549 Nobel Terrace,Apple Pay,processing
1763,124,814,68,46.91,5481.53,2020-06-23,33335 Butterfield Parkway,Apple Pay,delivered
1764,307,400,70,613.91,8997.12,2022-02-13,817 Messerschmidt Alley,PayPal,pending
1765,554,641,78,808.39,9936.41,2022-07-08,2589 Starling Center,Apple Pay,processing
1766,183,744,58,838.32,5498.25,2021-12-29,787 Hoard Plaza,credit card,delivered
1767,38,527,81,576.42,316.09,2021-06-03,633 Dixon Road,PayPal,shipped
1768,354,392,100,649.2,5997.85,2022-01-10,3431 Stoughton Circle,Apple Pay,processing
1769,435,357,50,275.54,6737.33,2020-02-12,485 Mallory Avenue,Apple Pay,pending
1770,212,784,1,250.33,6670.79,2021-12-27,16752 Golf View Court,PayPal,delivered
1771,788,998,67,474.59,3779.08,2020-04-07,02 Texas Point,Apple Pay,shipped
1772,201,938,71,834.16,262.15,2021-07-30,288 Northview Circle,PayPal,shipped
1773,642,178,25,789.75,3254.71,2020-08-06,3 Moose Crossing,Apple Pay,pending
1774,622,389,84,223.14,2715.63,2020-11-16,95 Doe Crossing Plaza,Apple Pay,delivered
1775,704,967,29,940.05,2862.67,2022-11-26,2844 Becker Lane,Apple Pay,delivered
1776,688,458,49,776.44,2873.44,2021-12-03,048 Rieder Alley,credit card,shipped
1777,445,871,75,184.08,7583.29,2021-09-22,10 Sunnyside Trail,credit card,pending
1778,314,48,20,553.31,1139.39,2022-11-25,0 Killdeer Terrace,credit card,processing
1779,254,68,38,881.12,3510.14,2022-07-02,47 Clyde Gallagher Plaza,PayPal,pending
1780,992,347,44,360.82,3942.4,2020-03-17,33 Donald Junction,Apple Pay,delivered
1781,933,367,9,164.7,8427.73,2022-08-31,7340 Cherokee Plaza,credit card,processing
1782,409,456,51,968.1,1434.87,2022-10-22,546 Shelley Way,credit card,processing
1783,535,985,94,17.17,9205.9,2021-02-02,1366 Gateway Pass,credit card,delivered
1784,98,304,92,414.59,7159.35,2022-08-26,342 Mayfield Place,PayPal,delivered
1785,698,862,99,33.88,2355.78,2022-11-23,6759 Loeprich Hill,Apple Pay,delivered
1786,491,360,82,460.53,7462.26,2020-01-10,5 Northridge Hill,PayPal,delivered
1787,541,867,62,262.73,6871.78,2020-07-19,32732 Crowley Place,Apple Pay,shipped
1788,666,43,72,275.88,5123.65,2021-12-01,127 Eastwood Point,Apple Pay,processing
1789,892,682,57,169.97,8770.39,2020-04-27,76 International Avenue,credit card,pending
1790,328,791,75,693.92,4552.26,2020-12-19,662 Veith Park,Apple Pay,shipped
1791,365,521,62,882.09,4597.45,2022-06-12,0897 Village Way,Apple Pay,shipped
1792,65,768,26,979.08,9025.74,2020-09-30,76580 Harbort Court,PayPal,delivered
1793,508,729,57,493.15,6235.15,2021-03-25,59616 Scofield Place,Apple Pay,processing
1794,893,698,86,154.12,47.73,2020-08-17,427 Michigan Court,credit card,delivered
1795,509,820,67,860.28,9291.37,2020-07-04,624 Hintze Plaza,credit card,shipped
1796,721,164,95,125.24,6156.26,2020-02-14,49247 Onsgard Road,Apple Pay,processing
1797,171,511,92,909.26,6206.01,2020-11-06,43770 Hazelcrest Drive,PayPal,pending
1798,875,476,54,177.54,1138.96,2021-11-12,84 Gulseth Lane,Apple Pay,pending
1799,474,686,97,716.45,9928.1,2021-09-21,214 Muir Drive,credit card,shipped
1800,857,448,67,983.56,9854.63,2022-07-23,3013 Everett Trail,PayPal,shipped
1801,91,721,49,923.53,6570.99,2021-11-05,1477 South Crossing,PayPal,processing
1802,176,859,30,450.96,2743.8,2022-12-30,89 Tennyson Crossing,Apple Pay,shipped
1803,727,227,81,165.35,9796.1,2020-07-03,207 Riverside Park,PayPal,processing
1804,877,878,48,152.91,2439.99,2021-03-04,5239 Little Fleur Center,PayPal,shipped
1805,586,794,38,298.47,2143.08,2021-01-05,79 Marquette Junction,credit card,shipped
1806,487,850,25,655.72,4439.21,2020-10-08,67730 Boyd Parkway,PayPal,delivered
1807,252,656,39,353.58,3657.75,2021-04-11,21432 Hooker Street,credit card,delivered
1808,767,35,21,989.28,7107.09,2022-07-25,12 Elgar Park,Apple Pay,delivered
1809,430,115,40,754.6,9733.03,2020-03-24,4866 Ohio Lane,Apple Pay,delivered
1810,134,848,17,33.35,2389.68,2021-04-09,104 Eliot Place,credit card,delivered
1811,827,401,78,483.16,7202.64,2020-08-29,0 Grover Center,Apple Pay,pending
1812,490,974,3,605.43,4173.68,2020-10-11,8 Rowland Avenue,credit card,shipped
1813,288,315,28,64.1,3993.22,2022-12-21,9358 Carberry Lane,PayPal,delivered
1814,768,609,53,972.83,7964.18,2022-08-31,4 Moulton Circle,credit card,processing
1815,89,492,15,423.81,1023.2,2022-04-26,139 Kropf Drive,PayPal,delivered
1816,608,356,31,701.11,5683.36,2021-06-01,776 1st Crossing,Apple Pay,delivered
1817,894,534,54,212.79,4046.71,2021-04-19,875 Twin Pines Avenue,Apple Pay,pending
1818,467,7,86,409.05,8284.97,2021-05-16,7 Oak Court,PayPal,pending
1819,147,58,6,270.85,8558.59,2021-09-06,10450 School Road,credit card,processing
1820,272,976,88,675.52,7424.59,2022-07-01,44 Manley Terrace,Apple Pay,delivered
1821,675,896,44,524.77,9922.68,2021-11-27,452 Westridge Plaza,Apple Pay,pending
1822,559,746,64,468.93,1813.94,2020-11-25,293 Hoepker Drive,Apple Pay,delivered
1823,486,421,77,377.34,1356.37,2021-03-01,951 Vermont Point,credit card,shipped
1824,713,673,1,99.97,353.11,2020-07-31,21 Tennyson Way,PayPal,delivered
1825,916,496,3,133.96,3281.19,2021-07-27,862 Westend Terrace,PayPal,processing
1826,756,566,30,833.21,5595.14,2020-11-22,2 Loeprich Junction,credit card,delivered
